"Location Properties"
"Location Name = 3ft (630411)"
"Location ID = 4826803309903872"
"Latitude = 44.63101004858643 °"
"Longitude = -124.04601168454957 °"
""
""
"Date Time","Resistivity (Ω-cm)","Temperature (C)","Density (g/cm³)","Total Dissolved Solids (mg/L)","Salinity (psu)","Actual Conductivity (µS/cm)","Specific Conductivity (µS/cm)"
"2019-01-05 06:10:00.000","1410065.408","21.731","0.998","0.0","0.0","0.0","0.0"
"2019-01-05 07:10:00.000","1410065.408","21.978","0.998","0.0","0.0","0.0","0.0"
"2019-01-05 08:10:00.000","1410065.408","22.005","0.998","0.0","0.0","0.0","0.0"
"2019-01-05 09:10:00.000","1410065.408","21.909","0.998","0.0","0.0","0.0","0.0"
"2019-01-05 10:10:00.000","1410065.408","21.885","0.998","0.0","0.0","0.0","0.0"
"2019-01-05 11:10:00.000","1410065.408","21.729","0.998","0.0","0.0","0.0","0.0"
"2019-01-05 12:10:00.000","1410065.408","21.202","0.998","0.0","0.0","0.0","0.0"
"2019-01-05 13:10:00.000","33.018","21.483","1.013","21104.0","20.525","30286.326","32467.57"
"2019-01-05 14:10:00.000","33.705","21.019","1.013","20872.0","20.268","29669.378","32110.896"
"2019-01-05 15:10:00.000","34.098","20.694","1.013","20771.0","20.153","29327.19","31955.362"
"2019-01-05 16:10:00.000","34.396","20.438","1.013","20701.0","20.072","29073.072","31847.978"
"2019-01-05 16:25:00.000","34.479","20.387","1.013","20674.0","20.042","29003.508","31805.972"
"2019-01-05 16:40:00.000","34.515","20.36","1.013","20663.0","20.03","28972.59","31789.708"
"2019-01-05 16:55:00.000","34.549","20.344","1.013","20650.0","20.016","28944.216","31769.446"
"2019-01-05 17:10:00.000","34.597","20.31","1.013","20636.0","20.0","28903.872","31748.02"
"2019-01-05 17:25:00.000","34.64","20.273","1.013","20627.0","19.989","28868.22","31733.522"
"2019-01-05 17:40:00.000","34.666","20.231","1.013","20629.0","19.991","28846.552","31737.476"
"2019-01-05 17:55:00.000","34.716","20.195","1.013","20615.0","19.975","28805.148","31715.736"
"2019-01-05 18:10:00.000","34.754","20.158","1.013","20609.0","19.968","28773.802","31705.872"
"2019-01-05 18:25:00.000","34.798","20.126","1.013","20597.0","19.954","28737.396","31687.016"
"2019-01-05 18:40:00.000","34.813","20.093","1.013","20602.0","19.959","28724.728","31695.386"
"2019-01-05 18:55:00.000","34.852","20.063","1.013","20592.0","19.947","28692.608","31679.94"
"2019-01-05 19:10:00.000","34.899","20.032","1.013","20578.0","19.932","28654.002","31658.322"
"2019-01-05 19:25:00.000","34.923","20.002","1.013","20577.0","19.93","28634.728","31656.628"
"2019-01-05 19:40:00.000","34.967","19.975","1.013","20562.0","19.914","28598.038","31634.046"
"2019-01-05 19:55:00.000","34.965","19.947","1.013","20576.0","19.928","28599.978","31655.352"
"2019-01-05 20:10:00.000","34.993","19.924","1.013","20570.0","19.92","28577.498","31645.9"
"2019-01-05 20:25:00.000","35.017","19.9","1.013","20566.0","19.916","28557.638","31639.86"
"2019-01-05 20:40:00.000","35.037","19.879","1.013","20563.0","19.912","28541.32","31635.7"
"2019-01-05 20:55:00.000","35.04","19.867","1.013","20567.0","19.916","28538.786","31641.026"
"2019-01-05 21:10:00.000","35.074","19.832","1.013","20561.0","19.909","28510.826","31633.026"
"2019-01-05 21:25:00.000","35.056","19.832","1.013","20572.0","19.921","28525.472","31649.276"
"2019-01-05 21:40:00.000","35.043","19.843","1.013","20575.0","19.924","28536.258","31654.388"
"2019-01-05 21:55:00.000","35.062","19.834","1.013","20568.0","19.917","28520.962","31643.398"
"2019-01-05 22:10:00.000","35.042","19.82","1.013","20586.0","19.935","28537.028","31670.186"
"2019-01-05 22:25:00.000","35.056","19.82","1.013","20578.0","19.927","28526.01","31658.186"
"2019-01-05 22:40:00.000","35.046","19.828","1.013","20580.0","19.929","28533.9","31661.79"
"2019-01-05 22:55:00.000","35.033","19.837","1.013","20583.0","19.933","28544.432","31666.91"
"2019-01-05 23:10:00.000","35.046","19.831","1.013","20579.0","19.928","28533.932","31659.54"
"2019-01-05 23:25:00.000","35.039","19.817","1.013","20589.0","19.938","28539.838","31675.588"
"2019-01-05 23:40:00.000","35.047","19.806","1.013","20589.0","19.938","28533.05","31675.388"
"2019-01-05 23:55:00.000","35.062","19.789","1.013","20588.0","19.937","28521.16","31673.69"
"2019-01-06 00:10:00.000","35.06","19.768","1.013","20598.0","19.947","28522.458","31689.046"
"2019-01-06 00:25:00.000","35.066","19.752","1.013","20601.0","19.95","28517.888","31694.6"
"2019-01-06 00:40:00.000","35.072","19.733","1.013","20606.0","19.954","28512.65","31701.65"
"2019-01-06 00:55:00.000","35.054","19.713","1.013","20626.0","19.975","28527.666","31732.186"
"2019-01-06 01:10:00.000","35.074","19.697","1.013","20621.0","19.969","28510.816","31724.326"
"2019-01-06 01:25:00.000","35.069","19.681","1.013","20631.0","19.98","28515.562","31739.926"
"2019-01-06 01:40:00.000","35.099","19.663","1.013","20621.0","19.969","28490.982","31724.816"
"2019-01-06 01:55:00.000","35.113","19.646","1.013","20620.0","19.968","28479.848","31723.67"
"2019-01-06 02:10:00.000","35.1","19.653","1.013","20625.0","19.973","28490.328","31731.22"
"2019-01-06 02:25:00.000","35.061","19.662","1.013","20644.0","19.993","28521.852","31759.778"
"2019-01-06 02:40:00.000","35.047","19.677","1.013","20645.0","19.995","28532.96","31762.172"
"2019-01-06 02:55:00.000","35.03","19.672","1.013","20658.0","20.008","28547.252","31781.51"
"2019-01-06 03:10:00.000","35.024","19.665","1.013","20664.0","20.015","28551.988","31791.502"
"2019-01-06 03:25:00.000","35.036","19.652","1.013","20663.0","20.013","28541.71","31788.738"
"2019-01-06 03:40:00.000","35.041","19.643","1.013","20664.0","20.014","28537.796","31790.752"
"2019-01-06 03:55:00.000","35.022","19.631","1.013","20680.0","20.031","28553.26","31815.67"
"2019-01-06 04:10:00.000","35.014","19.622","1.013","20689.0","20.04","28560.138","31829.728"
"2019-01-06 04:25:00.000","35.018","19.61","1.013","20692.0","20.043","28556.848","31834.47"
"2019-01-06 04:40:00.000","35.03","19.599","1.013","20689.0","20.04","28546.622","31829.996"
"2019-01-06 04:55:00.000","35.019","19.586","1.014","20702.0","20.053","28556.196","31849.378"
"2019-01-06 05:10:00.000","35.022","19.574","1.014","20706.0","20.057","28553.67","31854.858"
"2019-01-06 05:25:00.000","35.006","19.565","1.014","20719.0","20.071","28566.632","31875.612"
"2019-01-06 05:40:00.000","35.0","19.55","1.014","20729.0","20.081","28571.176","31891.12"
"2019-01-06 05:55:00.000","35.012","19.537","1.014","20728.0","20.08","28561.736","31889.372"
"2019-01-06 06:10:00.000","35.011","19.516","1.014","20738.0","20.089","28562.428","31904.058"
"2019-01-06 06:25:00.000","35.006","19.508","1.014","20744.0","20.096","28566.472","31914.222"
"2019-01-06 06:40:00.000","35.008","19.486","1.014","20753.0","20.105","28565.246","31928.082"
"2019-01-06 06:55:00.000","35.027","19.471","1.014","20748.0","20.099","28549.52","31920.262"
"2019-01-06 07:10:00.000","34.992","19.459","1.014","20775.0","20.127","28578.182","31960.96"
"2019-01-06 07:25:00.000","35.004","19.443","1.014","20774.0","20.126","28567.9","31960.138"
"2019-01-06 07:40:00.000","34.977","19.452","1.014","20787.0","20.14","28590.496","31979.266"
"2019-01-06 07:55:00.000","34.952","19.465","1.014","20796.0","20.15","28611.066","31993.26"
"2019-01-06 08:10:00.000","34.938","19.493","1.014","20791.0","20.146","28622.232","31986.766"
"2019-01-06 08:25:00.000","34.938","19.505","1.014","20786.0","20.14","28621.836","31977.74"
"2019-01-06 08:40:00.000","34.902","19.499","1.014","20810.0","20.166","28651.632","32015.502"
"2019-01-06 08:55:00.000","34.895","19.497","1.014","20815.0","20.171","28657.012","32023.078"
"2019-01-06 09:10:00.000","34.876","19.485","1.014","20832.0","20.189","28672.738","32048.59"
"2019-01-06 09:25:00.000","34.891","19.472","1.014","20829.0","20.185","28660.7","32044.162"
"2019-01-06 09:40:00.000","34.895","19.46","1.014","20831.0","20.188","28657.19","32048.366"
"2019-01-06 09:55:00.000","34.871","19.455","1.014","20848.0","20.205","28677.17","32073.998"
"2019-01-06 10:10:00.000","34.865","19.449","1.014","20855.0","20.212","28682.27","32083.896"
"2019-01-06 10:25:00.000","34.848","19.437","1.014","20870.0","20.228","28696.386","32107.828"
"2019-01-06 10:40:00.000","34.835","19.455","1.014","20870.0","20.228","28706.4","32107.112"
"2019-01-06 10:55:00.000","34.799","19.468","1.014","20886.0","20.246","28736.332","32131.658"
"2019-01-06 11:10:00.000","34.762","19.485","1.014","20900.0","20.262","28767.32","32154.608"
"2019-01-06 11:25:00.000","34.781","19.483","1.014","20889.0","20.25","28751.05","32137.566"
"2019-01-06 11:40:00.000","34.78","19.476","1.014","20893.0","20.254","28752.176","32143.316"
"2019-01-06 11:55:00.000","34.754","19.47","1.014","20912.0","20.274","28773.676","32171.912"
"2019-01-06 12:10:00.000","34.746","19.46","1.014","20921.0","20.283","28779.882","32185.876"
"2019-01-06 12:25:00.000","34.764","19.452","1.014","20913.0","20.275","28765.01","32174.348"
"2019-01-06 12:40:00.000","34.743","19.449","1.014","20928.0","20.29","28782.826","32196.738"
"2019-01-06 12:55:00.000","34.713","19.443","1.014","20948.0","20.312","28807.3","32228.14"
"2019-01-06 13:10:00.000","34.733","19.435","1.014","20940.0","20.303","28791.252","32215.602"
"2019-01-06 13:25:00.000","34.739","19.427","1.014","20940.0","20.302","28785.738","32214.778"
"2019-01-06 13:40:00.000","34.716","19.422","1.014","20956.0","20.32","28804.966","32239.91"
"2019-01-06 13:55:00.000","34.67","19.415","1.014","20987.0","20.352","28843.008","32287.378"
"2019-01-06 14:10:00.000","34.697","19.412","1.014","20972.0","20.336","28820.746","32264.136"
"2019-01-06 14:25:00.000","34.681","19.407","1.014","20983.0","20.349","28833.998","32282.296"
"2019-01-06 14:40:00.000","34.658","19.403","1.014","21000.0","20.366","28853.632","32307.472"
"2019-01-06 14:55:00.000","34.685","19.395","1.014","20987.0","20.352","28831.316","32287.852"
"2019-01-06 15:10:00.000","34.658","19.393","1.014","21004.0","20.371","28853.71","32314.498"
"2019-01-06 15:25:00.000","34.634","19.388","1.014","21021.0","20.388","28873.09","32339.348"
"2019-01-06 15:40:00.000","34.634","19.385","1.014","21022.0","20.39","28873.466","32342.126"
"2019-01-06 15:55:00.000","34.624","19.38","1.014","21031.0","20.398","28881.86","32354.976"
"2019-01-06 16:10:00.000","34.643","19.368","1.014","21025.0","20.391","28866.058","32345.496"
"2019-01-06 16:25:00.000","34.599","19.361","1.014","21055.0","20.423","28902.878","32391.722"
"2019-01-06 17:25:00.000","34.582","19.325","1.014","21081.0","20.45","28916.6","32431.838"
"2019-01-06 18:25:00.000","34.517","19.316","1.014","21125.0","20.497","28971.462","32499.87"
"2019-01-06 19:25:00.000","34.436","19.331","1.014","21168.0","20.543","29039.736","32565.8"
"2019-01-06 20:25:00.000","34.281","19.367","1.014","21247.0","20.629","29170.44","32687.298"
"2019-01-06 20:40:00.000","34.267","19.386","1.014","21247.0","20.629","29182.372","32687.536"
"2019-01-06 20:41:00.000","34.245","19.388","1.014","21260.0","20.643","29201.178","32707.186"
"2019-01-06 20:42:00.000","34.253","19.393","1.014","21252.0","20.635","29194.102","32695.908"
"2019-01-06 20:44:00.000","34.249","19.392","1.014","21255.0","20.639","29198.06","32700.586"
"2019-01-06 20:46:00.000","34.248","19.394","1.014","21255.0","20.638","29198.666","32699.67"
"2019-01-06 20:47:00.000","34.26","19.395","1.014","21247.0","20.63","29188.338","32687.616"
"2019-01-06 20:49:00.000","34.259","19.397","1.014","21247.0","20.629","29189.24","32687.16"
"2019-01-06 20:50:00.000","34.245","19.399","1.014","21254.0","20.638","29201.278","32699.176"
"2019-01-06 20:52:00.000","34.253","19.403","1.014","21248.0","20.631","29194.84","32689.098"
"2019-01-06 20:53:00.000","34.241","19.407","1.014","21254.0","20.637","29205.032","32698.19"
"2019-01-06 20:55:00.000","34.233","19.409","1.014","21257.0","20.641","29211.2","32703.566"
"2019-01-06 20:57:00.000","34.241","19.412","1.014","21251.0","20.634","29204.62","32693.878"
"2019-01-06 20:58:00.000","34.228","19.402","1.014","21264.0","20.648","29215.638","32713.362"
"2019-01-06 21:00:00.000","34.233","19.409","1.014","21258.0","20.641","29211.752","32704.002"
"2019-01-06 22:00:00.000","34.277","19.307","1.014","21277.0","20.659","29174.25","32733.736"
"2019-01-06 23:00:00.000","34.293","19.231","1.014","21301.0","20.683","29160.42","32771.516"
"2019-01-07 00:00:00.000","34.316","19.16","1.014","21320.0","20.701","29141.326","32800.188"
"2019-01-07 01:00:00.000","34.333","19.088","1.014","21342.0","20.723","29126.776","32834.372"
"2019-01-07 02:00:00.000","34.283","19.12","1.014","21359.0","20.742","29169.19","32859.746"
"2019-01-07 03:00:00.000","34.228","19.165","1.014","21372.0","20.758","29215.998","32880.716"
"2019-01-07 04:00:00.000","34.243","19.115","1.014","21386.0","20.771","29203.21","32901.596"
"2019-01-07 05:00:00.000","34.208","19.1","1.014","21415.0","20.801","29233.01","32945.64"
"2019-01-07 06:00:00.000","34.126","19.176","1.014","21431.0","20.82","29302.76","32970.56"
"2019-01-09 10:22:00.000","1410065.408","22.142","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 17:00:00.000","1410065.408","22.224","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 17:03:00.000","1410065.408","22.232","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 17:08:00.000","1410065.408","21.098","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 17:09:00.000","1410065.408","21.125","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 17:10:00.000","1.0E7","22.27","1.0","0.0","0.0","0.0","0.0"
"2019-01-09 18:00:00.000","1.0E7","22.27","1.0","0.0","0.0","0.0","0.0"
"2019-01-09 18:21:00.000","1410065.408","22.132","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 18:30:00.000","1.0E7","22.25","1.0","0.0","0.0","0.0","0.0"
"2019-01-09 18:55:00.000","1410065.408","22.303","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 19:00:00.000","1.0E7","22.45","1.0","0.0","0.0","0.0","0.0"
"2019-01-09 19:30:00.000","1410065.408","22.217","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 19:45:00.000","1410065.408","15.758","0.999","0.0","0.0","0.0","0.0"
"2019-01-09 20:00:00.000","1410065.408","21.922","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 20:20:00.000","1410065.408","19.608","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 20:30:00.000","1410065.408","22.298","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 21:30:00.000","1410065.408","22.408","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 22:30:00.000","1410065.408","22.184","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 23:30:00.000","1410065.408","22.082","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 00:30:00.000","1410065.408","22.069000000000003","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 01:15:00.000","1.0E7","22.28","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 01:30:00.000","1410065.408","22.003","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 02:30:00.000","1410065.408","21.955","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 03:30:00.000","1410065.408","21.907","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 04:30:00.000","1410065.408","21.874","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 05:30:00.000","1410065.408","21.884","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 06:30:00.000","1410065.408","22.023","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 07:30:00.000","1410065.408","22.024","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 08:30:00.000","1410065.408","21.942","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 09:30:00.000","1410065.408","22.111","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 17:45:00.000","1.0E7","22.14","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 18:00:00.000","1.0E7","18.86","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 18:15:00.000","1.0E7","20.195","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 18:30:00.000","1.0E7","19.9","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 18:45:00.000","1.0E7","20.68","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 19:00:00.000","1.0E7","21.2","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 19:13:00.000","1.0E7","22.19","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 19:15:00.000","1.0E7","21.66","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 19:30:00.000","1.0E7","21.95","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 19:45:00.000","1.0E7","22.130000000000003","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 20:00:00.000","1.0E7","22.19","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 20:15:00.000","1.0E7","22.39","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 20:30:00.000","1.0E7","22.48","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 20:45:00.000","1.0E7","22.48","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 21:00:00.000","1.0E7","22.55","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 21:15:00.000","1.0E7","22.57","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 21:30:00.000","1.0E7","22.51","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 21:45:00.000","1.0E7","22.42","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 22:00:00.000","1.0E7","22.36","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 22:15:00.000","1.0E7","22.33","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 22:30:00.000","1.0E7","22.31","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 22:45:00.000","1.0E7","22.32","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 23:00:00.000","1.0E7","22.33","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 23:15:00.000","1.0E7","22.3","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 23:30:00.000","1.0E7","22.22","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 23:45:00.000","1.0E7","22.14","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 00:00:00.000","1.0E7","22.13","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 00:15:00.000","1.0E7","22.14","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 00:30:00.000","1.0E7","22.15","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 00:45:00.000","1.0E7","22.12","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 01:00:00.000","1.0E7","22.08","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 01:15:00.000","1.0E7","22.03","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 01:30:00.000","1.0E7","21.97","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 01:45:00.000","1.0E7","21.91","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 02:00:00.000","1.0E7","21.86","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 02:15:00.000","1.0E7","21.81","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 02:30:00.000","1.0E7","21.76","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 02:45:00.000","1.0E7","21.73","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 03:00:00.000","1.0E7","21.74","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 03:15:00.000","1.0E7","21.78","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 03:30:00.000","1.0E7","21.84","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 03:45:00.000","1.0E7","21.9","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 04:00:00.000","1.0E7","21.94","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 04:15:00.000","1.0E7","21.94","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 04:30:00.000","1.0E7","21.92","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 04:45:00.000","1.0E7","21.9","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 05:00:00.000","1.0E7","21.86","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 05:15:00.000","1.0E7","21.82","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 05:30:00.000","1.0E7","21.79","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 05:45:00.000","1.0E7","21.75","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 06:00:00.000","1.0E7","21.76","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 06:15:00.000","1.0E7","21.79","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 06:30:00.000","1.0E7","21.84","1.0","0.0","0.0","0.0","0.0"
