"Location Properties"
"Location Name = 7ft (630415)"
"Location ID = 4767767642243072"
"Latitude = 44.63101004858643 °"
"Longitude = -124.04601168454957 °"
""
""
"Date Time","Resistivity (Ω-cm)","Temperature (C)","Density (g/cm³)","Total Dissolved Solids (mg/L)","Salinity (psu)","Actual Conductivity (µS/cm)","Specific Conductivity (µS/cm)"
"2019-01-04 21:10:00.000","6892.482","22.012","0.998","100.0","0.073","145.086","153.868"
"2019-01-04 22:10:00.000","6893.291","21.986","0.998","100.0","0.073","145.069","153.93"
"2019-01-04 23:10:00.000","6902.457","21.91","0.998","100.0","0.073","144.876","153.961"
"2019-01-05 00:10:00.000","6914.856","21.845","0.998","100.0","0.073","144.616","153.891"
"2019-01-05 04:10:00.000","6919.583","21.822","0.998","100.0","0.073","144.517","153.855"
"2019-01-05 05:10:00.000","6917.919","21.817","0.998","100.0","0.073","144.552","153.909"
"2019-01-05 06:10:00.000","6927.949","21.743","0.998","100.0","0.073","144.343","153.919"
"2019-01-05 07:10:00.000","6886.104","22.069","0.998","100.0","0.073","145.22","153.833"
"2019-01-05 08:10:00.000","6879.847","22.054","0.998","100.0","0.073","145.352","154.019"
"2019-01-05 09:10:00.000","6898.023","21.936","0.998","100.0","0.073","144.969","153.981"
"2019-01-05 10:10:00.000","6900.322","21.914","0.998","100.0","0.073","144.921","153.999"
"2019-01-05 11:10:00.000","7035.579","21.087","0.998","100.0","0.073","142.135","153.614"
"2019-01-05 12:10:00.000","7044.475","21.062","0.998","100.0","0.073","141.955","153.5"
"2019-01-05 13:10:00.000","33.7","21.485","1.013","20676.0","20.067","29673.622","31809.078"
"2019-01-05 14:10:00.000","34.266","21.017","1.013","20531.0","19.904","29183.26","31586.498"
"2019-01-05 15:10:00.000","34.644","20.693","1.013","20444.0","19.804","28865.436","31452.996"
"2019-01-05 16:10:00.000","34.975","20.435","1.013","20360.0","19.709","28592.046","31323.05"
"2019-01-05 16:25:00.000","35.062","20.386","1.013","20330.0","19.676","28520.95","31277.552"
"2019-01-05 16:40:00.000","35.079","20.36","1.013","20331.0","19.677","28507.198","31279.14"
"2019-01-05 16:55:00.000","35.118","20.343","1.013","20316.0","19.66","28475.358","31255.772"
"2019-01-05 17:10:00.000","35.158","20.305","1.013","20309.0","19.652","28443.3","31245.09"
"2019-01-05 17:25:00.000","35.202","20.271","1.013","20298.0","19.64","28407.69","31228.372"
"2019-01-05 17:40:00.000","35.262","20.229","1.013","20281.0","19.621","28358.852","31202.236"
"2019-01-05 17:55:00.000","35.292","20.19","1.013","20281.0","19.619","28334.796","31200.99"
"2019-01-05 18:10:00.000","35.359","20.161","1.013","20255.0","19.591","28281.582","31161.648"
"2019-01-05 18:25:00.000","35.417","20.123","1.013","20238.0","19.572","28235.262","31135.46"
"2019-01-05 18:40:00.000","35.431","20.091","1.013","20243.0","19.577","28223.712","31143.77"
"2019-01-05 18:55:00.000","35.484","20.058","1.013","20227.0","19.559","28181.582","31118.84"
"2019-01-05 19:10:00.000","35.535","20.029","1.013","20211.0","19.541","28141.59","31094.11"
"2019-01-05 19:25:00.000","35.551","20.0","1.013","20214.0","19.544","28128.798","31098.85"
"2019-01-05 19:40:00.000","35.586","19.971","1.013","20207.0","19.535","28100.966","31087.072"
"2019-01-05 19:55:00.000","35.609","19.944","1.013","20205.0","19.533","28083.14","31085.088"
"2019-01-05 20:10:00.000","35.633","19.918","1.013","20203.0","19.53","28064.05","31080.9"
"2019-01-05 20:25:00.000","35.66","19.897","1.013","20196.0","19.522","28042.666","31071.01"
"2019-01-05 20:40:00.000","35.695","19.876","1.013","20185.0","19.51","28015.048","31054.536"
"2019-01-05 20:55:00.000","35.686","19.859","1.013","20198.0","19.523","28022.546","31073.708"
"2019-01-05 21:10:00.000","35.715","19.829","1.013","20194.0","19.518","27999.086","31067.708"
"2019-01-05 21:25:00.000","35.728","19.831","1.013","20186.0","19.51","27989.39","31055.636"
"2019-01-05 21:40:00.000","35.735","19.837","1.013","20179.0","19.503","27983.7","31044.952"
"2019-01-05 21:55:00.000","35.703","19.832","1.013","20200.0","19.524","28008.52","31076.216"
"2019-01-05 22:10:00.000","35.701","19.814","1.013","20208.0","19.533","28010.502","31089.882"
"2019-01-05 22:25:00.000","35.704","19.817","1.013","20206.0","19.53","28008.05","31085.546"
"2019-01-05 22:40:00.000","35.701","19.826","1.013","20203.0","19.528","28010.088","31081.528"
"2019-01-05 22:55:00.000","35.677","19.834","1.013","20213.0","19.539","28029.02","31097.246"
"2019-01-05 23:10:00.000","35.7","19.829","1.013","20203.0","19.528","28011.232","31080.9"
"2019-01-05 23:25:00.000","35.685","19.816","1.013","20217.0","19.542","28022.922","31102.746"
"2019-01-05 23:40:00.000","35.711","19.8","1.013","20209.0","19.534","28002.832","31090.522"
"2019-01-05 23:55:00.000","35.71","19.786","1.013","20215.0","19.54","28003.02","31100.358"
"2019-01-06 00:10:00.000","35.698","19.765","1.013","20231.0","19.557","28013.088","31125.152"
"2019-01-06 00:25:00.000","35.719","19.748","1.013","20227.0","19.551","27996.516","31117.822"
"2019-01-06 00:40:00.000","35.693","19.735","1.013","20247.0","19.573","28016.796","31149.208"
"2019-01-06 00:55:00.000","35.712","19.712","1.013","20246.0","19.571","28001.686","31147.676"
"2019-01-06 01:10:00.000","35.725","19.693","1.013","20247.0","19.572","27991.91","31149.288"
"2019-01-06 01:25:00.000","35.707","19.675","1.013","20265.0","19.59","28005.666","31176.872"
"2019-01-06 01:40:00.000","35.722","19.661","1.013","20262.0","19.587","27994.0","31172.92"
"2019-01-06 01:55:00.000","35.721","19.642","1.013","20271.0","19.596","27994.478","31185.86"
"2019-01-06 02:10:00.000","35.716","19.651","1.013","20270.0","19.595","27998.938","31184.858"
"2019-01-06 02:25:00.000","35.675","19.665","1.013","20287.0","19.614","28030.888","31211.332"
"2019-01-06 02:40:00.000","35.639","19.672","1.013","20305.0","19.633","28059.39","31238.482"
"2019-01-06 02:55:00.000","35.621","19.667","1.013","20317.0","19.645","28073.248","31256.87"
"2019-01-06 03:10:00.000","35.647","19.659","1.013","20305.0","19.633","28052.498","31239.22"
"2019-01-06 03:25:00.000","35.628","19.649","1.013","20321.0","19.649","28067.998","31263.166"
"2019-01-06 03:40:00.000","35.612","19.641","1.013","20334.0","19.663","28080.582","31282.822"
"2019-01-06 03:55:00.000","35.625","19.629","1.013","20331.0","19.659","28069.97","31278.566"
"2019-01-06 04:10:00.000","35.631","19.617","1.013","20333.0","19.661","28065.55","31281.9"
"2019-01-06 04:25:00.000","35.599","19.609","1.013","20355.0","19.684","28090.726","31315.438"
"2019-01-06 04:40:00.000","35.621","19.596","1.013","20348.0","19.676","28073.626","31304.528"
"2019-01-06 04:55:00.000","35.606","19.586","1.013","20361.0","19.69","28085.246","31324.31"
"2019-01-06 05:10:00.000","35.581","19.569","1.013","20383.0","19.713","28105.17","31358.036"
"2019-01-06 05:25:00.000","35.578","19.56","1.013","20388.0","19.718","28107.402","31366.478"
"2019-01-06 05:40:00.000","35.583","19.549","1.013","20390.0","19.72","28103.346","31369.258"
"2019-01-06 05:55:00.000","35.571","19.534","1.013","20403.0","19.734","28112.502","31389.662"
"2019-01-06 06:10:00.000","35.572","19.517","1.013","20411.0","19.741","28112.276","31400.87"
"2019-01-06 06:25:00.000","35.57","19.502","1.013","20418.0","19.749","28113.916","31412.426"
"2019-01-06 06:40:00.000","35.555","19.483","1.013","20435.0","19.766","28125.832","31438.64"
"2019-01-06 06:55:00.000","35.558","19.465","1.013","20441.0","19.772","28122.852","31447.51"
"2019-01-06 07:10:00.000","35.557","19.451","1.013","20448.0","19.779","28124.182","31458.448"
"2019-01-06 07:25:00.000","35.525","19.443","1.013","20470.0","19.802","28149.112","31491.81"
"2019-01-06 07:40:00.000","35.518","19.447","1.013","20472.0","19.805","28154.658","31495.3"
"2019-01-06 07:55:00.000","35.506","19.473","1.013","20468.0","19.801","28164.616","31488.982"
"2019-01-06 08:10:00.000","35.465","19.49","1.013","20484.0","19.818","28197.108","31513.312"
"2019-01-06 08:25:00.000","35.454","19.499","1.013","20486.0","19.821","28205.928","31517.466"
"2019-01-06 08:40:00.000","35.444","19.495","1.013","20494.0","19.829","28213.588","31529.022"
"2019-01-06 08:55:00.000","35.416","19.491","1.013","20512.0","19.848","28236.228","31556.62"
"2019-01-06 09:10:00.000","35.423","19.481","1.013","20512.0","19.848","28230.188","31556.586"
"2019-01-06 09:25:00.000","35.413","19.468","1.013","20523.0","19.86","28238.37","31574.448"
"2019-01-06 09:40:00.000","35.376","19.461","1.013","20548.0","19.886","28267.722","31612.34"
"2019-01-06 09:55:00.000","35.377","19.452","1.013","20552.0","19.89","28267.202","31617.84"
"2019-01-06 10:10:00.000","35.357","19.446","1.013","20566.0","19.904","28283.058","31639.648"
"2019-01-06 10:25:00.000","35.359","19.435","1.013","20569.0","19.908","28280.99","31644.778"
"2019-01-06 10:40:00.000","35.323","19.451","1.013","20583.0","19.923","28310.482","31666.722"
"2019-01-06 10:55:00.000","35.315","19.467","1.013","20581.0","19.921","28316.29","31662.582"
"2019-01-06 11:10:00.000","35.278","19.481","1.013","20596.0","19.938","28346.298","31686.136"
"2019-01-06 11:25:00.000","35.259","19.479","1.013","20608.0","19.95","28361.378","31704.476"
"2019-01-06 11:40:00.000","35.252","19.474","1.013","20615.0","19.958","28367.582","31715.316"
"2019-01-06 11:55:00.000","35.252","19.465","1.013","20619.0","19.961","28367.486","31720.832"
"2019-01-06 12:10:00.000","35.24","19.456","1.013","20629.0","19.973","28377.152","31737.686"
"2019-01-06 12:25:00.000","35.218","19.449","1.013","20645.0","19.989","28394.386","31761.636"
"2019-01-06 12:40:00.000","35.203","19.442","1.013","20657.0","20.002","28406.546","31780.102"
"2019-01-06 12:55:00.000","35.202","19.44","1.013","20659.0","20.003","28407.69","31782.75"
"2019-01-06 13:10:00.000","35.193","19.432","1.014","20668.0","20.013","28415.05","31796.45"
"2019-01-06 13:25:00.000","35.171","19.422","1.014","20685.0","20.03","28432.25","31822.416"
"2019-01-06 13:40:00.000","35.155","19.417","1.014","20696.0","20.043","28445.566","31840.71"
"2019-01-06 13:55:00.000","35.164","19.411","1.014","20694.0","20.04","28438.112","31836.948"
"2019-01-06 14:10:00.000","35.145","19.405","1.014","20708.0","20.055","28453.89","31858.182"
"2019-01-06 14:25:00.000","35.099","19.404","1.014","20735.0","20.084","28490.64","31900.52"
"2019-01-06 14:40:00.000","35.143","19.398","1.014","20712.0","20.059","28454.886","31864.528"
"2019-01-06 14:55:00.000","35.094","19.389","1.014","20745.0","20.094","28495.102","31915.182"
"2019-01-06 15:10:00.000","35.101","19.388","1.014","20741.0","20.09","28488.936","31909.402"
"2019-01-06 15:25:00.000","35.08","19.384","1.014","20755.0","20.105","28506.246","31931.472"
"2019-01-06 15:40:00.000","35.054","19.379","1.014","20773.0","20.123","28527.136","31957.87"
"2019-01-06 15:55:00.000","35.052","19.374","1.014","20776.0","20.127","28528.648","31963.088"
"2019-01-06 16:10:00.000","35.037","19.366","1.014","20789.0","20.14","28540.888","31982.478"
"2019-01-06 16:25:00.000","35.029","19.361","1.014","20796.0","20.147","28547.71","31993.416"
"2019-01-06 17:25:00.000","34.994","19.32","1.014","20835.0","20.188","28576.138","32053.396"
"2019-01-06 18:25:00.000","34.92","19.313","1.014","20882.0","20.238","28637.09","32126.826"
"2019-01-06 19:25:00.000","34.718","19.32","1.014","21000.0","20.364","28803.49","32308.416"
"2019-01-06 20:25:00.000","34.596","19.353","1.014","21060.0","20.429","28905.338","32399.666"
"2019-01-06 20:40:00.000","34.516","19.371","1.014","21100.0","20.472","28971.736","32461.52"
"2019-01-06 20:41:00.000","34.543","19.375","1.014","21082.0","20.453","28949.37","32434.09"
"2019-01-06 20:42:00.000","34.523","19.377","1.014","21094.0","20.465","28966.588","32451.566"
"2019-01-06 20:44:00.000","34.551","19.378","1.014","21076.0","20.447","28942.652","32424.632"
"2019-01-06 20:46:00.000","34.538","19.381","1.014","21082.0","20.453","28953.222","32434.286"
"2019-01-06 20:47:00.000","34.522","19.385","1.014","21090.0","20.462","28966.698","32446.708"
"2019-01-06 20:49:00.000","34.544","19.384","1.014","21078.0","20.449","28948.962","32427.21"
"2019-01-06 20:50:00.000","34.519","19.387","1.014","21091.0","20.463","28969.416","32448.426"
"2019-01-06 20:52:00.000","34.519","19.388","1.014","21091.0","20.463","28969.578","32447.812"
"2019-01-06 20:53:00.000","34.534","19.392","1.014","21080.0","20.451","28956.7","32430.302"
"2019-01-06 20:55:00.000","34.509","19.396","1.014","21094.0","20.466","28978.326","32452.158"
"2019-01-06 20:57:00.000","34.511","19.395","1.014","21093.0","20.465","28976.3","32450.186"
"2019-01-06 20:58:00.000","34.501","19.387","1.014","21102.0","20.475","28984.716","32465.01"
"2019-01-06 21:00:00.000","34.471","19.401","1.014","21114.0","20.488","29009.762","32483.84"
"2019-01-06 22:00:00.000","34.495","19.268","1.014","21160.0","20.533","28989.682","32553.84"
"2019-01-06 23:00:00.000","34.481","19.183","1.014","21207.0","20.582","29001.562","32626.862"
"2019-01-07 00:00:00.000","34.456","19.107","1.014","21257.0","20.633","29022.228","32703.05"
"2019-01-07 01:00:00.000","34.421","19.039","1.014","21310.0","20.687","29052.198","32784.926"
"2019-01-07 02:00:00.000","34.341","19.063","1.014","21349.0","20.729","29119.416","32843.89"
"2019-01-07 03:00:00.000","34.26","19.115","1.014","21375.0","20.759","29188.678","32884.8"
"2019-01-07 04:00:00.000","34.268","19.061","1.014","21395.0","20.779","29181.808","32915.312"
"2019-01-07 05:00:00.000","34.247","19.044","1.014","21416.0","20.801","29199.632","32947.582"
"2019-01-07 06:00:00.000","34.157","19.131","1.014","21432.0","20.821","29276.872","32972.812"
"2019-01-09 10:22:00.000","1410065.408","21.862","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 17:00:00.000","1410065.408","22.381","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 17:03:00.000","1410065.408","22.4","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 17:08:00.000","1410065.408","20.889","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 17:09:00.000","1410065.408","20.933","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 17:10:00.000","1.0E7","22.44","1.0","0.0","0.0","0.0","0.0"
"2019-01-09 18:00:00.000","1.0E7","22.58","1.0","0.0","0.0","0.0","0.0"
"2019-01-09 18:21:00.000","1410065.408","21.854","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 18:30:00.000","1.0E7","22.59","1.0","0.0","0.0","0.0","0.0"
"2019-01-09 18:55:00.000","1410065.408","21.993","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 19:00:00.000","1.0E7","22.72","1.0","0.0","0.0","0.0","0.0"
"2019-01-09 19:30:00.000","1410065.408","22.553","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 19:45:00.000","1410065.408","15.791","0.999","0.0","0.0","0.0","0.0"
"2019-01-09 20:00:00.000","1410065.408","22.493","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 20:20:00.000","1410065.408","19.919","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 20:30:00.000","1410065.408","22.624","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 21:30:00.000","1410065.408","22.627","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 22:30:00.000","1410065.408","22.304","0.998","0.0","0.0","0.0","0.0"
"2019-01-09 23:30:00.000","1410065.408","22.139","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 00:30:00.000","1410065.408","22.111","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 01:15:00.000","1.0E7","22.48","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 01:30:00.000","1410065.408","22.012","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 02:30:00.000","1410065.408","21.965","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 03:30:00.000","1410065.408","21.921","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 04:30:00.000","1410065.408","21.893","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 05:30:00.000","1410065.408","21.904","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 06:30:00.000","1410065.408","22.016","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 07:30:00.000","1410065.408","22.011","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 08:30:00.000","1410065.408","21.934","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 09:30:00.000","1410065.408","22.122","0.998","0.0","0.0","0.0","0.0"
"2019-01-10 17:45:00.000","1.0E7","22.25","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 18:00:00.000","1.0E7","19.125","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 18:15:00.000","1.0E7","20.725","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 18:30:00.000","1.0E7","20.49","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 18:45:00.000","1.0E7","20.99","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 19:00:00.000","1.0E7","21.45","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 19:13:00.000","1.0E7","22.4","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 19:15:00.000","1.0E7","21.99","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 19:30:00.000","1.0E7","22.18","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 19:45:00.000","1.0E7","22.33","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 20:00:00.000","1.0E7","22.38","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 20:15:00.000","1.0E7","22.66","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 20:30:00.000","1.0E7","22.64","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 20:45:00.000","1.0E7","22.65","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 21:00:00.000","1.0E7","22.79","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 21:15:00.000","1.0E7","22.72","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 21:30:00.000","1.0E7","22.53","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 21:45:00.000","1.0E7","22.46","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 22:00:00.000","1.0E7","22.39","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 22:15:00.000","1.0E7","22.36","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 22:30:00.000","1.0E7","22.35","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 22:45:00.000","1.0E7","22.36","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 23:00:00.000","1.0E7","22.38","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 23:15:00.000","1.0E7","22.34","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 23:30:00.000","1.0E7","22.21","1.0","0.0","0.0","0.0","0.0"
"2019-01-10 23:45:00.000","1.0E7","22.16","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 00:00:00.000","1.0E7","22.18","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 00:15:00.000","1.0E7","22.21","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 00:30:00.000","1.0E7","22.19","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 00:45:00.000","1.0E7","22.14","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 01:00:00.000","1.0E7","22.08","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 01:15:00.000","1.0E7","22.03","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 01:30:00.000","1.0E7","21.98","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 01:45:00.000","1.0E7","21.9","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 02:00:00.000","1.0E7","21.84","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 02:15:00.000","1.0E7","21.79","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 02:30:00.000","1.0E7","21.75","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 02:45:00.000","1.0E7","21.73","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 03:00:00.000","1.0E7","21.77","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 03:15:00.000","1.0E7","21.83","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 03:30:00.000","1.0E7","21.89","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 03:45:00.000","1.0E7","21.97","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 04:00:00.000","1.0E7","21.98","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 04:15:00.000","1.0E7","21.96","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 04:30:00.000","1.0E7","21.93","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 04:45:00.000","1.0E7","21.9","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 05:00:00.000","1.0E7","21.86","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 05:15:00.000","1.0E7","21.82","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 05:30:00.000","1.0E7","21.78","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 05:45:00.000","1.0E7","21.75","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 06:00:00.000","1.0E7","21.78","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 06:15:00.000","1.0E7","21.84","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 06:30:00.000","1.0E7","21.9","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 06:45:00.000","1.0E7","21.98","1.0","0.0","0.0","0.0","0.0"
"2019-01-11 07:00:00.000","1.0E7","22.02","1.0","0.0","0.0","0.0","0.0"
