Report Date:,6/22/2019 19:25,,,,
Report User Name:,Ian,,,,
Report Computer Name:,SLOCUM,,,,
Application:,WinSitu.exe,,,,
Application Version:,5.7.6.1,,,,
,,,,,
,,,,,
Log File Properties,,,,,
File Name,2019-01-11_630415_2019-06-22_19-25-52-129.wsl,,,,
Create Date,6/22/2019 19:20,,,,
,,,,,
Device Properties,,,,,
Device,Aqua TROLL 100,,,,
Site,Yaquina_Dock5,,,,
Device Name,7ft (630415),,,,
Serial Number,630415,,,,
Firmware Version,2.01,,,,
Hardware Version,4,,,,
Device Address,2,,,,
Device Comm Cfg,9600,8,None,1,(Modbus-ASCII)
Used Memory,0,,,,
Used Battery,0,,,,
,,,,,
Log Configuration,,,,,
,Log Name,2019-01-11_630415,,,
,Created By,Ian,,,
,Computer Name,SLOCUM,,,
,Application,WinSitu.exe,,,
,Application Version,5.7.5.6,,,
,Create Date,1/9/2019 17:39:47 UTC,,,
,Log Setup Time Zone,Unknown,,,
,Notes Size(bytes),4096,,,
,Overwrite when full,Disabled,,,
,Scheduled Start Time,1/11/2019 00:15:00 UTC,,,
,Scheduled Stop Time,No Stop Time,,,
,Type,Linear,,,
 ,Interval,Days: 0 hrs: 00 mins: 15 secs: 00,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
Other Log Settings,,,,,
,,,,,
,Specific Conductivity Model:,Standard Methods,,,
,,Reference Temperature:,25,,
,,Temperature Coefficient:,0.0191,,
,,,,,
,,,,,
Log Notes:,,,,,
Date and Time (UTC),Note,,,,
1/9/2019 17:40,Used Battery: 0% Used Memory: 1%   User Name: Ian,,,,
6/22/2019 19:00,Log Download - Used Battery: 11% Used Memory: 12%   User Name: Ian,,,,
6/22/2019 19:00,Used Battery: 11% Used Memory: 12%   User Name: Ian,,,,
6/22/2019 19:00,Manual Stop Command,,,,
,,,,,
,,,,,
Log Data:,,,,,
Record Count,15628,,,,
,,,,,
Sensors,1,,,,
,,,,,
 ,1,630415,Conductivity,,
,,,,,
,,,,,
,,,,,
,Sensor: Cond                            ,Sensor: Cond                            ,Sensor: Cond                            ,Sensor: Cond                            ,Sensor: Cond                            
,SN#: 630415                             ,SN#: 630415                             ,SN#: 630415                             ,SN#: 630415                             ,SN#: 630415                             
Date and Time (UTC),Temperature (C)                         ,Actual Conductivity (µS/cm)             ,Specific Conductivity (µS/cm)           ,Salinity (PSU)                          ,Water Density (g/cm3)                   
1/11/2019 00:15,16.627,0,0,0,0.999
1/11/2019 00:30,16.004,0,0,0,0.999
1/11/2019 00:45,15.43,0,0,0,0.999
1/11/2019 01:00,14.865,0,0,0,0.999
1/11/2019 01:15,14.287,0,0,0,0.999
1/11/2019 01:30,13.745,0,0,0,0.999
1/11/2019 01:45,13.246,0,0,0,0.999
1/11/2019 02:00,15.929,0,0,0,0.999
1/11/2019 02:15,19.111,0,0,0,0.998
1/11/2019 02:30,20.489,0,0,0,0.998
1/11/2019 02:45,20.983,0,0,0,0.998
1/11/2019 03:00,21.452,0,0,0,0.998
1/11/2019 03:15,21.988,0,0,0,0.998
1/11/2019 03:30,22.18,0,0,0,0.998
1/11/2019 03:45,22.208,0,0,0,0.998
1/11/2019 04:00,22.377,0,0,0,0.998
1/11/2019 04:15,22.659,0,0,0,0.998
1/11/2019 04:30,22.637,0,0,0,0.998
1/11/2019 04:45,22.645,0,0,0,0.998
1/11/2019 05:00,22.788,0,0,0,0.998
1/11/2019 05:15,22.718,0,0,0,0.998
1/11/2019 05:30,22.532,0,0,0,0.998
1/11/2019 05:45,22.455,0,0,0,0.998
1/11/2019 06:00,22.389,0,0,0,0.998
1/11/2019 06:15,22.359,0,0,0,0.998
1/11/2019 06:30,22.354,0,0,0,0.998
1/11/2019 06:45,22.364,0,0,0,0.998
1/11/2019 07:00,22.381,0,0,0,0.998
1/11/2019 07:15,22.341,0,0,0,0.998
1/11/2019 07:30,22.214,0,0,0,0.998
1/11/2019 07:45,22.161,0,0,0,0.998
1/11/2019 08:00,22.179,0,0,0,0.998
1/11/2019 08:15,22.206,0,0,0,0.998
1/11/2019 08:30,22.187,0,0,0,0.998
1/11/2019 08:45,22.143,0,0,0,0.998
1/11/2019 09:00,22.084,0,0,0,0.998
1/11/2019 09:15,22.033,0,0,0,0.998
1/11/2019 09:30,21.975,0,0,0,0.998
1/11/2019 09:45,21.897,0,0,0,0.998
1/11/2019 10:00,21.838,0,0,0,0.998
1/11/2019 10:15,21.788,0,0,0,0.998
1/11/2019 10:30,21.753,0,0,0,0.998
1/11/2019 10:45,21.734,0,0,0,0.998
1/11/2019 11:00,21.772,0,0,0,0.998
1/11/2019 11:15,21.827,0,0,0,0.998
1/11/2019 11:30,21.893,0,0,0,0.998
1/11/2019 11:45,21.968,0,0,0,0.998
1/11/2019 12:00,21.983,0,0,0,0.998
1/11/2019 12:15,21.961,0,0,0,0.998
1/11/2019 12:30,21.934,0,0,0,0.998
1/11/2019 12:45,21.896,0,0,0,0.998
1/11/2019 13:00,21.857,0,0,0,0.998
1/11/2019 13:15,21.817,0,0,0,0.998
1/11/2019 13:30,21.779,0,0,0,0.998
1/11/2019 13:45,21.75,0,0,0,0.998
1/11/2019 14:00,21.781,0,0,0,0.998
1/11/2019 14:15,21.835,0,0,0,0.998
1/11/2019 14:30,21.901,0,0,0,0.998
1/11/2019 14:45,21.975,0,0,0,0.998
1/11/2019 15:00,22.02,0,0,0,0.998
1/11/2019 15:15,22.011,0,0,0,0.998
1/11/2019 15:30,21.986,0,0,0,0.998
1/11/2019 15:45,21.953,0,0,0,0.998
1/11/2019 16:00,21.918,0,0,0,0.998
1/11/2019 16:15,21.884,0,0,0,0.998
1/11/2019 16:30,21.844,0,0,0,0.998
1/11/2019 16:45,21.804,0,0,0,0.998
1/11/2019 17:00,21.767,0,0,0,0.998
1/11/2019 17:15,21.884,0,0,0,0.998
1/11/2019 17:30,22.074,0,0,0,0.998
1/11/2019 17:45,22.241,0,0,0,0.998
1/11/2019 18:00,22.369,0,0,0,0.998
1/11/2019 18:15,22.501,0,0,0,0.998
1/11/2019 18:30,22.326,0,0,0,0.998
